255,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,3,NA,NA,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,3,2,NA,4,4,NA,NA,5,3,NA,3,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,5,3,NA,3,NA,NA,NA,5,4,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,3,NA,NA,NA
256,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,NA,3,NA
257,4,NA,NA,NA,NA,NA,NA,2,4,5,4,5,NA,5,NA,NA,NA,NA,4,NA,NA,4,NA,4,4,5,NA,3,NA,2,2,NA,4,4,NA,NA,5,2,NA,4,4,2,3,4,3,NA,3,4,NA,NA,NA,3,3,4,4,NA,NA,3,4,3,4,5,NA,NA,NA,4,NA,NA,NA,4,5,NA,3,3,3,3,2,5,2,NA,3,5,NA,5,4,5,NA,NA,NA,4,NA,5,5,5,NA,4,3,4,3,NA
258,5,4,4,NA,3,4,3,4,5,NA,4,4,5,4,3,3,NA,2,5,2,5,2,NA,3,5,NA,NA,4,NA,3,NA,4,4,NA,4,3,NA,1,5,4,3,3,NA,4,NA,4,NA,4,NA,NA,NA,5,4,4,4,NA,4,5,5,4,4,5,4,NA,NA,4,4,4,2,5,3,NA,3,3,2,4,3,NA,2,2,4,4,4,4,4,NA,3,NA,3,5,4,4,NA,NA,NA,4,4,5,NA,NA
259,1,3,NA,NA,NA,2,2,NA,NA,NA,NA,3,NA,1,1,3,2,NA,NA,2,NA,3,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,3,3,NA,1,NA,NA,2,5,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,5,4,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
260,1,1,1,NA,NA,NA,NA,1,2,NA,NA,4,1,1,1,NA,NA,4,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,4,NA,4,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,2,NA,NA
262,3,NA,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
264,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,2,NA,3,2,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,3,2,3,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
265,4,5,4,NA,4,NA,NA,4,4,3,NA,5,5,5,NA,NA,4,3,3,3,4,3,NA,5,4,5,4,NA,NA,3,NA,4,NA,3,5,4,NA,2,5,3,3,3,5,4,NA,4,NA,4,3,2,NA,5,3,4,3,3,5,5,4,5,4,NA,NA,4,NA,3,3,4,NA,4,NA,4,4,4,3,3,3,5,4,4,NA,NA,NA,5,5,4,NA,NA,5,5,4,NA,5,3,4,4,NA,4,4,NA
268,5,3,4,NA,NA,4,4,4,4,NA,4,4,NA,4,1,NA,NA,4,4,2,5,5,5,NA,4,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,5,4,NA,4,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,4,4,NA,5,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,4,4,3,5,NA,NA,NA,NA,3,NA,5,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,5,NA,NA,5,4,3,NA,5,NA
269,5,3,2,5,NA,3,5,NA,NA,NA,4,5,NA,4,1,NA,NA,3,NA,NA,NA,4,NA,4,4,4,NA,5,NA,NA,NA,5,5,NA,NA,NA,NA,3,NA,3,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4,4,NA,3,NA,NA,4,NA,NA,4,NA,3,5,NA,NA,NA,4,NA,4,NA,3,NA,NA,5,NA,5,NA,NA,4,NA,3,NA,4,3,NA,NA,NA
270,5,NA,4,NA,NA,3,4,NA,NA,NA,5,5,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,4,3,NA,NA,NA,NA,NA,4,2,4,4,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA
271,2,NA,1,NA,NA,NA,NA,2,NA,NA,5,4,NA,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,4,2,NA,NA,NA,NA,3,3,3,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,2,NA,NA,4,NA,NA,3,NA,3,NA,4,NA,4,NA,5,4,3,5,NA,NA,3,5,5,NA,NA,NA,NA,2,NA,3,2,1,3,NA
272,3,NA,4,NA,NA,4,5,NA,NA,NA,5,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,3,3,5,NA,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,4,5,NA,5,NA,NA,4,4,3,NA,5,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,4,NA,NA,NA
273,NA,3,3,NA,2,NA,3,4,4,NA,NA,5,NA,3,1,NA,NA,2,NA,3,NA,3,NA,NA,4,2,NA,NA,3,4,NA,1,3,2,NA,NA,NA,2,3,NA,NA,3,2,4,2,4,NA,3,3,NA,NA,4,3,4,5,NA,3,NA,NA,NA,4,NA,NA,3,NA,NA,3,4,5,5,NA,NA,NA,NA,4,3,4,NA,NA,NA,4,4,NA,2,NA,NA,2,3,NA,5,3,5,NA,4,2,4,3,5,3,NA
274,NA,NA,3,NA,1,NA,NA,4,4,4,NA,3,5,4,4,4,2,NA,NA,3,NA,NA,1,3,3,3,5,2,NA,NA,3,NA,NA,3,NA,NA,3,2,NA,NA,NA,NA,4,3,NA,NA,4,4,3,NA,3,4,NA,3,NA,NA,4,NA,NA,3,3,NA,4,NA,NA,4,2,2,NA,NA,NA,NA,NA,NA,3,NA,4,5,5,4,NA,NA,NA,5,5,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,5
275,NA,4,3,5,NA,3,5,NA,NA,3,NA,2,5,5,3,5,NA,4,NA,NA,NA,NA,NA,4,NA,3,NA,4,NA,3,4,NA,NA,4,4,NA,NA,4,4,4,NA,NA,NA,5,NA,NA,5,4,NA,NA,3,5,NA,4,NA,5,4,5,NA,3,NA,NA,NA,3,NA,4,4,NA,NA,NA,NA,5,NA,NA,4,NA,NA,5,3,NA,NA,NA,NA,4,4,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,4,4,NA,NA
276,NA,NA,5,5,5,NA,4,5,NA,NA,4,1,NA,3,2,4,3,5,5,3,5,NA,5,3,4,NA,5,NA,NA,NA,4,1,4,4,4,NA,1,NA,NA,4,4,NA,4,4,3,NA,NA,NA,3,NA,4,3,NA,5,NA,5,NA,4,NA,5,NA,3,NA,NA,NA,1,4,5,4,5,NA,NA,NA,NA,4,NA,3,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,5,NA,4,5,NA,4,NA
277,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,4,NA,1,3,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,4,NA,NA,NA,NA,3,5,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,3,5,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA
278,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,2,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
279,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,4,NA,NA,NA
280,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,2,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,4,NA,NA,4,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,2,NA
281,NA,3,3,NA,NA,3,NA,3,3,NA,4,4,NA,3,2,NA,2,2,3,NA,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,3,4,NA,NA,NA,3,3,NA,NA,NA,4,NA,NA,3,5,NA,3,NA,1,4,NA,NA,NA,NA,4,3,2,NA,4,1,5,NA,4,NA,3,2,NA,2,NA,3,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,3,2,3,NA
282,NA,NA,NA,NA,NA,3,NA,4,3,4,5,5,NA,3,4,NA,3,2,4,NA,NA,NA,NA,2,4,NA,3,NA,4,2,NA,4,3,NA,5,NA,5,NA,3,4,NA,2,5,4,NA,NA,NA,4,3,NA,3,5,NA,3,NA,NA,5,4,NA,4,NA,4,NA,NA,5,4,NA,5,NA,4,NA,NA,NA,3,3,3,4,3,4,2,NA,3,4,4,NA,4,NA,NA,NA,3,NA,2,4,NA,3,4,NA,2,NA,NA
283,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,5,3,5,NA,NA,NA,3,NA,NA,NA,4,NA,3,NA,NA,NA,2,3,NA,3,3,NA,NA,4,NA,NA,4,NA,2,NA,4,2,NA,5,3,NA,NA,NA,5,NA,3,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,3,4,NA,NA,4,NA,NA,NA,NA,3,NA,NA,4,2,NA,NA,NA,NA,3,5,NA,NA,NA,NA,5,NA,3,NA,4,NA,NA,3,NA,NA,NA
284,NA,NA,NA,3,2,3,NA,2,NA,NA,2,4,NA,4,2,NA,3,3,3,3,NA,3,NA,3,4,1,3,NA,4,2,NA,4,4,4,NA,NA,3,NA,3,NA,NA,2,1,3,NA,NA,NA,NA,2,NA,1,4,NA,3,2,NA,4,3,NA,4,NA,NA,NA,3,5,1,3,4,1,NA,NA,NA,NA,NA,2,3,4,3,3,NA,4,NA,3,3,NA,4,NA,1,NA,NA,2,4,NA,NA,NA,NA,3,4,2,NA
285,NA,5,5,5,4,NA,5,NA,NA,NA,NA,NA,NA,NA,2,5,NA,4,NA,4,NA,NA,5,4,NA,NA,NA,1,4,5,5,NA,NA,5,NA,NA,NA,4,NA,4,NA,NA,NA,4,5,NA,5,NA,NA,NA,5,2,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,3,NA,NA,4,NA,4,5,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,NA,NA,4
286,NA,4,3,5,3,4,5,NA,4,5,5,3,5,3,1,4,1,2,NA,3,NA,5,NA,4,NA,NA,4,NA,NA,3,4,NA,5,NA,NA,NA,NA,2,5,4,5,NA,NA,5,3,2,2,NA,NA,NA,3,5,5,NA,NA,2,4,NA,NA,5,NA,NA,NA,5,NA,4,3,4,4,5,NA,1,3,4,3,5,NA,NA,NA,4,NA,5,5,2,NA,NA,NA,NA,NA,5,4,NA,2,3,NA,NA,5,NA,4,NA
287,NA,NA,1,4,5,NA,4,NA,NA,NA,NA,NA,4,NA,2,4,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA
288,NA,4,1,NA,5,NA,NA,3,3,NA,5,NA,NA,5,4,NA,NA,4,4,3,NA,4,NA,NA,4,3,5,5,5,3,3,4,4,4,NA,NA,5,4,NA,3,3,4,4,3,NA,3,NA,3,3,5,NA,5,3,3,4,2,3,4,5,3,2,5,NA,NA,NA,2,2,4,NA,5,1,4,3,NA,3,3,4,NA,NA,4,NA,4,NA,NA,NA,1,1,2,4,5,4,4,NA,NA,4,NA,3,3,NA,NA
289,NA,NA,2,NA,NA,3,3,3,NA,2,5,NA,NA,NA,4,NA,1,2,NA,4,NA,NA,NA,4,2,NA,NA,5,NA,NA,3,NA,2,NA,NA,NA,NA,NA,4,3,NA,NA,1,5,NA,1,NA,NA,4,NA,3,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,2,1,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,4,NA,3,NA,NA,1,4,NA,2,NA,1,5,NA,NA,2,NA,NA,NA
290,NA,NA,4,NA,3,NA,NA,NA,NA,3,3,NA,1,NA,2,NA,NA,NA,NA,3,3,3,NA,NA,4,4,NA,3,4,2,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,3,NA,NA,3,NA,NA,NA,NA,4,3,3,NA,4,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,3,2,3,NA,NA,1,NA,NA,3,NA,5,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,NA,3,NA
291,NA,NA,NA,NA,NA,3,NA,4,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,3,2,NA,NA,NA,3,3,NA,NA,5,2,NA,NA,3,3,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,4,3,NA,NA,4,NA,4,4,NA,NA,NA,NA,4,3,4,NA,4,NA,3,2,4,NA,3,NA,3,NA,4,3,3,1,NA,4,NA,4,4,4,4,NA,4,NA,3,NA,NA,NA,NA,3,NA,NA,3,NA,3,NA,NA
292,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,5,NA,NA,4,4,2,3,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,4,4,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
293,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,4,NA,4,NA,NA,NA,NA,3,NA,NA,NA,3,NA,4,NA,NA,NA,5,4,NA,NA,4,4,NA,NA,NA,3,NA,3,5,4,NA,NA,3,4,NA,NA,NA,NA,NA,5,4,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,5,NA,NA,NA,3,4,3,4,4,NA,NA,4,3,NA,5,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA
294,NA,1,2,NA,NA,NA,NA,3,NA,2,5,4,NA,2,2,NA,4,NA,3,3,4,3,NA,2,4,2,2,NA,5,2,2,4,4,3,4,NA,5,3,3,NA,NA,NA,2,2,NA,2,NA,4,NA,NA,3,4,4,NA,4,NA,4,2,4,3,4,2,4,NA,NA,4,1,4,NA,3,5,3,3,2,3,3,3,4,4,NA,2,5,3,3,NA,5,1,NA,3,4,NA,4,3,NA,NA,3,NA,NA,NA,NA
295,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,5,4,NA,NA,NA,4,NA,4,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,3,NA,2,NA
297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA
298,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,5,1,NA,2,NA,NA,NA,NA,4,NA,NA,3,NA,NA,5,NA,NA,4,NA,4,4,NA,4,5,NA,NA,NA,3,NA,NA,2,5,NA,3,NA,3,NA,4,NA,NA,NA,4,3,5,4,NA,NA,NA,NA,3,3,4,NA,NA,4,4,NA,NA,NA,5,NA,2,NA,NA,4,NA,4,5,NA,NA,4,4,NA,5,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,4,3,NA,3,NA
299,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,1,NA,NA
300,NA,4,1,NA,NA,3,3,NA,NA,NA,5,3,4,5,3,NA,NA,NA,5,3,NA,NA,NA,2,4,NA,NA,NA,NA,2,4,4,1,NA,4,4,NA,2,5,3,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,4,NA,3,2,NA,4,NA,NA,NA,3,4,3,NA,5,4,1,4,NA,NA,NA,NA,NA,4,3,3,2,5,NA,NA,4,2,5,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,4,2,NA,NA
301,NA,NA,1,NA,NA,4,4,NA,NA,NA,NA,4,4,NA,2,3,NA,NA,NA,3,2,NA,NA,NA,4,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,3,NA,3,NA,NA,4,NA,4,NA,NA,5,NA,3,NA,3,4,NA,NA,NA,NA,NA,NA,4,4,NA,2,NA,NA,1,NA,NA,2,NA,2,4,NA,NA,NA,1,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,5,NA,NA,NA,5,NA,4,NA,NA,4,3,4,2,NA,NA,4,3,NA,NA,5,3,5,5,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,3,4,5,4,5,NA,5,NA,NA,5,4,4,4,NA,5,3,NA,NA,NA,5,NA,NA,5,NA,NA,NA,5,5,NA,4,3,4,5,NA,NA,NA,NA,4,5,NA,NA,NA,5,NA,5,4,NA,NA,NA,NA,3,5,NA,4,5,NA,5,NA,4,4,2,NA,NA
303,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA
304,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,4,1,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,3,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,4,5,NA,NA,NA,3,NA,NA,5,NA,NA,2,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA
305,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
306,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA
307,NA,5,2,NA,NA,NA,5,4,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,3,5,NA,5,NA,NA,NA,NA,4,NA,NA,4,NA,3,4,NA,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,3,NA,4,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,3,NA,NA
310,NA,NA,4,NA,NA,3,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,4,NA,3,4,NA,NA,NA,NA,NA,4,3,5,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,4,NA,NA
311,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,2,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA
312,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA
313,NA,NA,4,NA,5,4,5,5,4,NA,5,4,NA,5,NA,4,NA,5,4,4,NA,NA,NA,4,5,NA,3,NA,NA,4,3,NA,NA,3,NA,NA,NA,4,4,4,NA,5,NA,5,NA,NA,NA,4,NA,4,NA,5,NA,NA,5,NA,5,NA,5,4,NA,NA,NA,NA,5,5,4,4,NA,5,5,NA,4,4,4,NA,NA,NA,NA,5,NA,4,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,4,4,NA,NA
